timestamp,pid,cpu_cycles,inst_retired,inst_spec,l1d_cache,l1d_cache_refill,ll_cache_miss,ld_spec,st_spec,br_retired,br_mis_pred,crypto_spec,ase_spec,ransomware
1724019890.7005,1676,46397386,101543790,116814634,35266157,5130930,654367,11611184,16811799,20518372,396382,10577159,17670247,1
1723698162.338,1677,58881109,81299281,87189677,34689902,2336151,121824,15962150,10372634,16175784,1172461,15725491,12027250,0
1723698162.7815,1677,112433672,161844882,192070371,74647082,4542238,227774,47470430,20525142,32205901,2629286,20264565,31079240,0
1723698163.225,1677,45007104,65228238,77397196,35945952,3103484,146947,19320595,10752884,12159514,896050,13665521,15256490,0
1723698163.6686,1677,66027043,96924522,99814824,47862040,3016029,220261,18538171,9198844,17121302,1353354,14289791,23734417,0
1723698164.1121,1677,56854608,87345804,95184404,44217548,2962021,176190,28063388,9643323,15687121,1122358,16018212,10803768,0
1723698164.5556,1677,30222888,47209306,48458635,23690446,1383118,51439,8115571,7375582,10170581,720937,6173782,9201999,0
1723582307.8134,1678,44711620,56395266,70430783,16783075,377837,8989,7794136,5962681,8289435,177902,2154956,7183201,0
1723582308.1599,1678,25501200,29628426,34066784,7746297,358698,10715,7510534,681335,4479600,132478,3446667,3592709,0
1723582308.5064,1678,42430320,54688932,64232547,14132906,406726,14118,8468549,4552352,5491598,125421,10632904,6922444,0
1723582308.8529,1678,43029978,49915988,52765889,13634077,331915,7114,10180411,1924521,7246493,157950,1148935,8554359,0
1723582309.1994,1678,47076636,50967268,59499272,13266860,616056,19604,14010451,5550024,6314570,197905,11097258,468612,0
1723943473.4693,1679,8228318,11188135,12645054,5827936,142387,945,1887135,2013328,2081487,40446,2289666,918268,0
1723943473.7894,1679,6792923,8625691,8891672,3904505,142163,4787,2218434,1165875,1979773,30699,1152527,574802,0
1723943474.1096,1679,4254353,5400455,5913927,2456983,22722,163,1475491,949259,1062365,30795,962181,0,0
1723520901.345,1680,31721645,43015525,51186381,8348368,71741,4971,10992211,3786527,8065970,415108,2119362,923774,1
1723520901.6032,1680,25662254,24465172,27750586,3035734,57556,3395,5572048,5165010,4755832,223236,0,1527868,1
1723520901.8614,1680,27629484,31435520,34715144,6622184,57707,3526,6548076,3383124,4691888,285562,797885,0,1
1723520902.1196,1680,24539204,22030584,24480435,4803052,92263,4049,6699409,5231013,4196258,229384,600818,0,1
1723520902.3778,1680,38850301,38716759,42197858,3478164,77795,5624,7700330,4098443,6616499,389564,1292695,0,1
1723520902.636,1680,18513302,19680723,23776275,2874727,125214,10707,5423235,1149288,3085404,142027,1671659,983701,1
1723520902.8942,1680,39093027,49601566,57370537,14077641,1264581,117253,14128818,10981059,9122251,407036,2236316,7345712,1
1724039668.541,1681,119692824,148349755,160129858,27904508,872465,17061,32910301,16637284,23512312,1358412,8600167,19450194,0
1724039668.7004,1681,174150057,214505304,234194831,77082540,1498777,8918,27670623,12220404,35428710,2048009,2568979,8961731,0
1724039668.8598,1681,122221458,127794875,146853877,37723234,995868,20114,31759273,9663465,20960258,1302118,9529482,2003841,0
1724116528.0643,1682,26915686,43773532,52769417,12824583,339520,13783,9915443,4781810,9788004,417222,3757734,0,0
1724116528.5184,1682,26224108,42729019,45338414,4124470,186156,7368,14459559,3691650,10174375,550063,1354867,1932003,0
1724116528.9725,1682,24794420,43153735,48528599,10207658,593006,24122,11591897,7172923,8966957,333036,1613582,4737261,0
1723754058.2862,1683,14273190,29866544,36904635,9285296,992082,15065,14697499,6905781,3722637,63570,4480373,8634837,0
1723754058.7672,1683,22283651,40051852,44931068,14731182,1224987,14703,14439021,6024141,5902732,120273,5706203,8148288,0
1723754059.2481,1683,42204828,63900607,79730747,16929691,1710310,40624,23365893,15196669,6493689,141152,15729206,14881383,0
1723754059.729,1683,27712335,44195900,50377035,17908779,1537850,22063,17553376,9501459,6119698,156872,8409487,13311885,0
1723754060.2099,1683,15267844,29620544,31079472,11009710,859978,15374,7726900,6033696,4495264,63778,3744843,6936109,0
1723754060.6909,1683,27328363,53756431,57116907,14519321,1461857,20457,16775344,4055637,8951768,219185,8936670,18625070,0
1723754061.1718,1683,22535196,38318622,42201749,13196712,1339085,29011,11475983,7631168,5677131,121644,7224584,9939241,0
1724279167.4716,1684,10752382,11959512,14344552,3005529,122453,17078,3628920,504058,2693471,157015,396642,2625007,0
1724279167.7594,1684,7332908,7210894,8586894,588108,12934,1630,2289348,2214185,1588317,88049,141034,1176049,0
1724279168.0472,1684,8928094,7876064,9666986,1463064,54328,5412,2777694,1226973,1620293,89733,0,486493,0
1723616810.0962,1685,25610109,25202908,30625878,5021498,157212,8304,5271887,2491906,5119586,80979,2500700,180461,0
1723616810.5063,1685,8876834,8215035,9613923,1803675,37150,1250,1672164,657318,1400134,36300,0,666095,0
1723616810.9164,1685,11461622,12627174,14127201,3502772,17513,438,2631632,1755309,1530150,38920,0,158118,0
1723616811.3265,1685,12491874,10177027,12638450,1730109,59772,1998,2591751,264025,1452828,28144,0,0,0
1723616811.7366,1685,8340188,5519888,6634752,944498,29426,1296,1473451,541143,795777,20372,132492,332515,0
1723616812.1467,1685,13266857,12201977,14373976,2110509,60903,1776,2566738,2373891,1535066,44347,0,659278,0
1723616812.5569,1685,6557695,5538951,6887786,1105750,37046,1482,2160689,1369940,983556,20529,0,0,0
1723616812.967,1685,6257061,4618730,5565428,1032094,23369,306,966054,688105,618323,11379,0,274283,0
1723616813.3771,1685,4965993,4785401,5290398,918776,18526,496,928102,112809,805862,18643,0,39535,0
1723616813.7872,1685,8698406,7481435,8255106,1696138,8480,347,2410923,769403,1126198,27168,0,0,0
1723616814.1973,1685,14905556,15058662,15763037,2996073,64989,2675,3047732,1499103,2453336,58844,420672,1177948,0
1723616814.6074,1685,8090171,8318424,9612395,987667,15488,350,1949682,601423,1070286,27393,102693,112258,0
1723616815.0175,1685,6539748,4319926,4894031,831334,40677,1022,1175654,240660,585028,17201,73470,214479,0
1723616815.4276,1685,14703935,17824596,22141127,3372959,64333,3925,4422919,501100,2825595,58375,0,0,0
1724447490.5725,1686,11540038,22710806,27114948,5089798,151403,7728,8626187,2166188,4180641,284042,51289,0,0
1724447490.8702,1686,16006930,31575246,36091013,6815801,244353,12426,11046366,721820,4342806,241524,0,397691,0
1724447491.1678,1686,11116454,24382207,27609948,8116725,253850,18288,12726509,594515,4665091,252484,0,0,0
1723843044.548,1687,15058596,22767410,27314633,4124865,51016,6399,7941670,3664437,5294558,358889,1919753,0,0
1723843044.9475,1687,8848638,11776345,14254474,1507150,36850,4242,4210467,2598120,2034445,145464,1031912,0,0
1723843045.347,1687,9261648,12784105,14514059,2609807,40470,4364,4721354,1308185,2233807,164557,158589,133470,0
1723843045.7464,1687,5735573,7000204,7547602,695492,14487,1600,1733030,573497,1492351,101632,0,623606,0
1723843046.1459,1687,27325630,43507247,54134279,5065078,66780,7886,18423459,2527653,8623544,602996,1191027,3264423,0
1723843046.5454,1687,9373202,10843289,11349858,2609334,85903,12626,2622198,2710596,2660588,180943,386840,306457,0
1723843046.9449,1687,11548170,18150101,21314010,2501123,84843,12295,3397652,4290355,4130486,232016,481352,1329050,0
1723843047.3444,1687,17131000,24784678,27468784,4070179,108616,11533,9554202,4629305,5750351,352108,1450617,0,0
1723843047.7439,1687,11577363,16488401,19629435,2617459,55133,7430,4816913,3845797,3934627,250723,647872,0,0
1723980787.4503,1688,19695124,37727995,39392700,6836694,177173,3447,9934291,5476784,5117380,302727,0,2708955,0
1723980787.5257,1688,15844315,31957392,33919048,8059925,274179,8298,5372659,6664877,4207110,285748,1273781,0,0
1723980787.6012,1688,23140311,47898362,52726648,12036854,373790,6764,14423690,10176778,5431653,327181,4800012,3817932,0
1723980787.6766,1688,9624400,19326947,20516491,6558289,217124,6625,4697107,4254348,2996277,199281,268092,0,0
1723980787.7521,1688,33997374,68538818,74844147,10228462,327384,9800,18417000,3227343,7799971,530198,4534502,1960862,0
1723980787.8275,1688,16824988,38775631,41979508,14122936,603876,15885,11854987,11192831,7272161,441457,3678563,4583648,0
1723980787.903,1688,25028986,55046702,67068786,12387232,773084,22806,14047292,3890729,7342174,522884,4987378,0,0
1723980787.9784,1688,13103623,26767576,29019791,5306239,143591,5393,7726063,4469197,2841206,192115,2979829,1701812,0
1723847299.9482,1689,24627409,31650274,34841795,3434671,65523,3929,7706548,3638533,5799008,185245,643182,4079127,1
1723847300.2522,1689,29388449,48928610,57826558,9236717,92772,8570,15531631,6986433,8946792,351731,0,0,1
1723847300.5563,1689,17305925,24593056,30151315,4028238,20141,1508,6545360,4337837,4247530,198483,1291107,3313316,1
1723847300.8603,1689,14946194,20553913,23450585,2244007,23061,1465,1817953,3492346,3732267,128637,0,1581482,1
1723847301.1644,1689,14834334,20733419,21313742,3141271,15706,1180,6017651,3773141,4688105,220592,136623,1228044,1
1723847301.4684,1689,34122966,45509157,55084728,11458012,57290,4548,17637103,6860150,7399388,261915,986732,3732397,1
1723847301.7724,1689,21723017,28644635,31793161,2405947,34547,2081,4381092,4772819,4770746,171917,0,1752894,1
1723847302.0765,1689,28057418,46829739,58020578,10391342,78112,5265,13294316,7244544,9583331,372863,3107854,0,1
1723847302.3805,1689,36365164,56536749,63655767,4900103,24500,1622,13941555,10468511,11415397,571985,0,3839872,1
1723847302.6845,1689,26249021,38272161,43569961,7795842,64906,4819,9801571,5880033,7197199,299652,0,317726,1
1723847302.9886,1689,23467515,33468008,41071053,5729385,69473,4534,8964587,7185196,6745792,280974,664029,412839,1
1723847303.2926,1689,32438824,52376328,62751167,10757429,151530,9295,16703156,1624330,11278400,528299,0,6241300,1
1723847303.5967,1689,38312060,60810392,63373507,9159264,91391,6460,13139148,13044439,11037282,457140,0,6307512,1
1723847303.9007,1689,13096373,18209634,21547173,2924429,79946,6824,5496974,2615272,3114895,141418,724203,3042136,1
1723847304.2047,1689,18342228,29345958,31830582,3557494,77593,3948,9632554,2560356,5494358,245234,1045261,1345895,1
1723847304.5088,1689,17037335,24807419,26565886,3658049,33260,2235,4592024,3357563,4789103,169934,2372866,2291609,1
1723847304.8128,1689,17252801,25920515,29872675,5249162,82380,4932,5395792,2342256,4956727,265480,338428,726083,1
1723847305.1168,1689,23901539,29779803,31461090,6224867,90627,6711,6522415,3937273,5529544,208358,2261851,3364813,1
1723847305.4209,1689,51982586,69629321,74822913,12758590,94193,6252,21315703,16467179,12631145,519289,1185749,3000703,1
1723847305.7249,1689,22007891,32173658,33626891,7575792,201692,17651,9279001,2119672,5376963,313798,0,0,1
1723847306.0289,1689,20037318,29372171,30384495,3661348,34231,1778,4742649,5197707,5229632,195756,0,356919,1
1723847306.333,1689,22157617,30451492,31305642,4820533,68163,5749,6237772,3529873,5090631,196654,0,2703976,1
1723847306.637,1689,28936078,37733486,39686894,9584295,238371,26101,10032919,4156217,7205116,274350,2995595,3822038,1
1723847306.9411,1689,21472375,34537994,37278564,8083431,317504,34070,8990606,3211763,5997058,176545,3190911,3611332,1
1723847307.2451,1689,19129251,33932720,34951065,5594912,455203,70578,10694919,5342457,4897341,147294,3679060,2549785,1
1723847307.5491,1689,9771484,19195959,22278622,3266960,260557,46541,3869924,2130094,3471322,76719,644614,3081093,1
1723847307.8532,1689,29668016,49137801,59024300,12737494,1551797,255202,10311093,10167416,8716877,195921,9758538,1724278,1
1723847308.1572,1689,16753167,31519714,32757152,9973925,1257912,215436,4641495,5897093,6464898,205659,3123189,2223907,1
1723847308.4612,1689,18561007,34031384,34923053,9269632,742841,131693,8524207,6711414,5747940,139314,5881986,10080468,1
1723774885.1856,1690,203873793,297649148,338436015,24400129,1286816,70341,96385097,32418423,44079515,3168077,29125831,23234251,0
1723774885.5892,1690,201559142,281174508,298044896,77338437,3915212,223968,100206549,30407976,42348304,2589468,4106148,12547341,0
1723774885.9928,1690,123295857,187006075,197441955,28721903,1486188,53308,57553276,48424094,28656097,1910459,0,7650260,0
1723774886.3965,1690,305938954,485391793,525952132,74848712,3848588,126360,158974288,124481177,103701254,6727583,31036484,56588917,0
1723774886.8001,1690,78091022,108933581,130511007,31329687,1731662,63935,35219469,30163079,18453692,1382104,0,4617365,0
1723774887.2038,1690,164685937,250817669,278207992,50897049,1737433,58229,95583355,64723443,40994021,2665249,2807186,9473516,0
1723689325.636,1691,25815131,27722225,30142876,12314363,453174,22396,9273132,2977867,4513341,174576,749216,0,0
1723689325.9315,1691,10045712,9718973,10668599,4006008,110736,3522,2530150,1269786,1898375,77224,0,937491,0
1723689326.2269,1691,22568683,27245115,32201928,12537593,351089,12975,5779900,3893745,5750913,260446,0,2159881,0
1724063342.6222,1692,17791380,19863377,24382196,12250758,1236326,69617,5117262,4416495,3138930,197040,2569649,3228409,0
1724063343.1157,1692,11892166,13064267,14361453,5255843,492102,28451,3027074,2407129,1956263,101076,2921002,1550508,0
1724063343.6092,1692,13934759,15442615,18031822,5561300,562609,30548,2217140,3293135,1832990,110902,2919755,299713,0
1724063344.1027,1692,8084410,9073206,10012273,4090102,376826,19387,1460799,989718,1212574,67194,1333343,571062,0
1724063344.5962,1692,12496312,15566698,17941995,6705019,616742,32063,4009238,1932225,1866174,112440,1719529,1988377,0
1724063345.0897,1692,26573095,33764988,41299266,13264886,1192182,72312,9691809,8489376,3307302,219121,3288924,8619096,0
1724063345.5832,1692,18633891,24555899,27130674,11004142,1132102,85386,5488609,3777557,3375493,217924,5415686,2269384,0
1724063346.0767,1692,12552329,12240974,14129995,5876968,486211,22182,3902606,3236012,1341428,83722,816513,987780,0
1724063346.5702,1692,17866503,18219493,21475691,9600748,1019924,56141,6028535,3080427,2276673,146262,3005658,4069653,0
1724063347.0637,1692,12710905,14950836,17920527,6923732,615829,30444,3953670,3171236,2481375,152147,915481,962731,0
1724063347.5572,1692,13173787,19017377,20140233,8125227,658082,39764,5033949,3367659,2436874,139689,1879079,1115406,0
1724063348.0506,1692,8771396,10498225,10786707,5857408,592056,33565,1521637,1729600,1431929,97848,949487,1503445,0
1724063348.5441,1692,17796204,20090741,23172460,7714528,805365,31421,4290933,3842854,2149506,117495,3086500,2096180,0
1724063349.0376,1692,9246887,12015011,13829371,6426074,605485,30006,2604829,2003723,1448673,77083,1669113,2178740,0
1724063349.5311,1692,10926263,14037652,16413719,7718030,798746,52253,2531289,2247735,2047818,111728,1702669,2037209,0
1724269385.4491,1693,12363080,28101255,35016399,6216758,184506,2451,10622559,3294378,6212338,420178,0,3174945,0
1724269385.7145,1693,19958949,39922551,43461649,4775197,213511,3245,8620733,4646575,8154343,535369,0,0,0
1724269385.9799,1693,21530515,49888287,52996272,10078806,271260,6972,13732076,1615950,9082077,544359,1634409,0,0
1724225232.7359,1694,26524855,29165004,32265771,10414132,621335,43231,5301885,7805924,5941145,512873,3170334,3014025,0
1724225233.1082,1694,26991669,29192844,35681941,12397319,832271,75991,10392964,7113669,5076547,345867,4350849,2042678,0
1724225233.4806,1694,18395737,21818392,26237159,5812930,207967,10129,9617553,5816219,4285474,257975,6398261,3459028,0
1724033488.2894,1695,126430113,165112041,190614267,51357646,519340,56699,42368109,30911954,28596573,1812987,8729140,8698031,0
1724033488.361,1695,75587917,94475655,98861328,25116072,372928,35781,31422142,16944298,18844581,919962,0,0,0
1724033488.4327,1695,68732450,88371902,104759907,14295104,71475,5926,32642570,22091912,17117033,1013104,2191787,1613883,0
1724033488.5044,1695,84068577,110639943,135757466,20229153,101145,9850,34592654,19437426,25663978,1362313,0,6171029,0
1724033488.576,1695,74774401,106966721,121987363,38906116,799153,82897,32306264,21150871,19599352,1030591,6313636,0,0
1723527978.8235,1696,25621177,54591480,65074370,7500113,130335,8616,16849894,10450553,9033032,512062,1296591,6632870,0
1723527979.3101,1696,17680069,36604130,41109563,2297087,11485,634,7684989,4889586,6758324,424997,1643728,6403412,0
1723527979.7966,1696,24764141,56705919,68537925,9574827,141994,8340,11601332,8077962,8123474,517652,108268,5584524,0
1723527980.2832,1696,35224323,82549253,87566021,13471711,277826,14087,17840863,6873367,15522171,1089615,0,2856205,0
1723624361.8962,1697,57851067,38823888,45661045,13886305,1290330,63573,19174833,4671234,5463935,65082,999109,4994315,0
1723624362.1318,1697,44902172,29618978,32405553,14662583,1155848,37011,10192300,3478990,4888899,117076,1735685,5039225,0
1723624362.3673,1697,83657407,88136014,97126140,33982065,2842371,111177,37287077,11014013,19927267,353685,9794483,11190533,0
1723624362.6029,1697,90165129,66619975,69397565,23914458,2189779,105732,20129577,8285824,12059503,374566,5503929,7239452,0
1723624362.8384,1697,91704608,68673481,75557783,28054575,2536409,100243,26770130,6566556,10353506,283018,9361059,11395291,0
1723923826.4412,1698,35819182,63956349,78271773,19298593,1041896,17380,19724004,6967290,14504311,963725,866862,4684487,0
1723923826.5517,1698,43298819,81912148,91295356,16872173,451551,10008,23528305,9133987,16149618,915605,0,0,0
1723923826.6622,1698,27706554,46658443,57681237,15557856,532312,6218,15539488,1634367,11156030,645766,2683172,1411718,0
1723923826.7727,1698,30681944,53497628,58744577,14423567,565153,11162,14427035,9236835,9552582,544440,4450408,180009,0
1723923826.8833,1698,94553427,165051558,194095024,60259073,1614287,19885,40248655,34766505,36643140,2146146,5941594,0,0
1723923826.9938,1698,29153225,57511420,67103132,14838213,559298,8518,26691054,1342062,13097443,745788,3558142,0,0
1723923827.1043,1698,21968348,41105991,46071643,11222077,247715,3167,12751897,3876226,7552064,408842,1607390,0,0
1723923827.2148,1698,55926700,104508905,116158845,38219504,843080,12317,26353999,9693034,23806905,1576135,4599038,0,0
1723923827.3253,1698,16690704,27613311,31073020,9484582,348797,6034,6628238,3634659,6337773,415039,0,2678725,0
1724290583.1342,1699,7294142,14347914,17237576,4423531,108961,8608,5761888,2210435,2839327,98845,3839887,1886349,0
1724290583.3863,1699,14837681,26203806,29793305,5572814,159954,10668,9233626,2295055,5421417,140823,3952225,1898151,0
1724290583.6384,1699,10030981,21340001,23238274,4544070,81735,5887,8481865,2392646,4989175,131958,3301678,5352278,0
1723932296.1305,1700,301772443,603279983,640681396,205709530,12712755,653092,224316603,99667897,97506112,4816950,51750092,56083970,0
1723932296.3058,1700,193625893,382165541,433839873,103612899,3924498,141420,78156957,99093983,64025031,2081515,6727930,23363503,0
1723932296.481,1700,264611743,474260442,508066750,101088461,4976203,154787,182950559,61342069,67446593,2521747,0,0,0
1723932296.6563,1700,145650975,282551951,346200417,98621375,4761756,208429,122545765,55994643,40880253,2339803,7068640,32244775,0
1723932296.8316,1700,200123410,357617563,382661613,84375676,3680284,121589,137292986,53934997,45250761,1768953,9352624,31345642,0
1724061806.9358,1701,59122513,52671876,54885317,13009494,1224194,19030,16682317,10468335,11552455,657017,6874272,3235516,0
1724061807.0464,1701,50833777,47689106,56460856,12142174,914057,21174,12863681,6709671,9447954,567144,2775496,2047593,0
1724061807.1569,1701,105639495,68172749,84548189,13061536,954877,43734,26646034,12148646,13059726,675827,6128567,12760622,0
1724250915.1945,1702,73002825,103039815,110953376,13731573,672381,10628,20431422,10433697,17025044,845182,1403182,19701045,0
1724250915.4293,1702,41761917,55120728,65271383,16073413,638034,12666,7199134,1305427,7672885,301634,4049589,4545751,0
1724250915.6641,1702,53799908,64015076,74826412,9933226,185065,2414,10121247,9268981,6845493,343092,1108027,6480585,0
1724250915.899,1702,62668466,78212356,88895949,10542596,302027,9681,11426114,17823172,9672122,373299,6144144,12993684,0
1724383351.2033,1703,26743785,45350665,53637289,14648330,398297,3610,9466546,6356400,6594322,533156,0,2275097,0
1724383351.2978,1703,40253600,68270248,70744486,15877719,387987,7284,16068887,6992580,7704158,639829,5969601,5062912,0
1724383351.3923,1703,44211431,73001609,84866904,16956724,176560,4117,17997937,18132627,12462856,1098952,224197,5168257,0
1724383351.4867,1703,43776053,74068618,91298433,12571184,98856,2501,24691042,13900929,8244384,666339,1214692,4089247,0
1724383351.5812,1703,48413630,77211632,95548255,14275042,319432,7263,12443791,18324698,11682463,842184,2221198,11817146,0
1724383351.6757,1703,55562835,98790347,121483530,25192666,865481,19233,34272710,11985854,13600674,954991,16239683,0,0
1724383351.7701,1703,83298580,137613716,157564025,39011483,884624,21559,17868470,17937871,22848084,1438820,4561354,32448758,0
1724383351.8646,1703,34937992,49744476,56996488,8344175,287007,11574,11612585,5170896,5813506,411489,3845294,8010980,0
1724383351.9591,1703,93490769,155271857,162503131,25464224,321183,3857,29995454,10513743,16583697,1331732,0,32887534,0
1724383352.0535,1703,58286704,89430152,97131820,14212541,172066,3295,23526435,12145091,13493579,934811,4197314,5169798,0
1723801352.3703,1704,33410882,61082954,69859176,7028182,89216,1671,20996764,10140118,7105101,336626,556822,4066795,0
1723801352.4753,1704,48782644,86407026,102794575,16419664,162505,2402,24749891,17639950,12436521,538710,0,7448221,0
1723801352.5803,1704,68425455,131060870,159871411,30107801,150539,4669,56951565,35469876,18415767,924578,1132185,7340465,0
1723801352.6853,1704,43739967,88605802,93012709,11087499,65940,868,29308504,21329912,12374965,493193,2233357,12227856,0
1723801352.7903,1704,61445344,117982035,130892178,10887374,156340,2791,35207793,18655472,18594882,788727,0,5544530,0
1723801352.8953,1704,57959214,103024352,105334569,11814205,143875,3860,32015063,22044616,16830327,751670,0,4973642,0
1723801353.0003,1704,80973400,141701308,147233544,23102933,854944,18611,33137244,10254180,12648842,571464,0,23384481,0
1723801353.1053,1704,67324139,119318689,122424309,13638389,180740,5413,38018494,5797553,16982158,725186,9297644,1464467,0
1724102946.836,1705,30966139,51013346,55215216,29286857,2007124,22601,10361428,3290259,10864586,514497,2712712,8675366,0
1724102947.1912,1705,33278038,56465570,63657899,28552260,2418164,24327,20881841,11695909,13107624,785680,4305969,7697808,0
1724102947.5463,1705,22590382,34243481,40958848,15512843,1113635,6648,10246021,7277702,8055780,378272,4016678,7525584,0
1724102947.9014,1705,23776025,33911889,42380439,15543461,1000407,9642,9878085,4687284,6138106,349839,3325379,2860921,0
1724329747.8044,1706,37863040,67359394,78149326,12472964,273944,36238,23164838,1562986,13784212,440214,0,4312183,0
1724329748.282,1706,18268241,30875792,36169529,7593468,120345,15008,8133760,3384488,5080093,201938,0,3196438,0
1724329748.7596,1706,41781337,73534139,87669612,20934893,396527,49096,20662908,9391288,9363280,362647,0,0,0
1724329749.2372,1706,28910794,45034889,52158370,15253430,329507,33120,14180682,7517088,7551475,209111,1968477,4545194,0
1724329749.7148,1706,47459431,77985368,91916468,13740620,384321,35676,21350470,1838329,15875777,552086,0,5495404,0
1724329750.1924,1706,36197302,56530350,61427494,20453481,351516,49142,9887847,5993913,11663425,318116,0,3916416,0
1724329750.67,1706,36132654,56930257,70967793,14649185,424960,57611,14818972,9568284,9486291,344344,0,3906540,0
1724329751.1476,1706,30122881,50995892,55512826,9529608,199663,25115,13668668,2657281,8933858,252781,4472799,0,0
1724142346.5043,1707,104187568,71532752,73877119,20880406,1236453,22364,18785817,13298855,11232168,565151,11077239,3519639,0
1724142346.5992,1707,288970080,306936340,354418294,43999348,2378194,21074,85764575,59749203,45180474,1965760,5456351,29320496,0
1724142346.6941,1707,172536017,121613474,138554401,31103346,1886529,35955,33915792,24032950,22103438,1187615,3426421,9303880,0
1724142346.789,1707,153451667,143914739,161871362,35508238,2174916,43637,39510418,24818605,23268167,988757,11778260,0,0
1724142346.8839,1707,235763243,206877513,217236970,22643935,1375542,31658,48114312,38769702,21458640,1045285,2692064,9798570,0
1724142346.9788,1707,101959977,84453010,105400582,25776319,1595594,17852,24666652,11488220,15559018,654616,1720947,792736,0
1724142347.0737,1707,80411412,83567700,88324731,16410990,966855,16307,16026314,11650345,9694819,455432,798312,0,0
1724142347.1686,1707,187249249,195230059,243807320,12479354,542909,5363,61196379,18058215,29414267,1506452,13308184,20123998,0
1724142347.2635,1707,151845233,132305915,144104971,28831684,1872316,40853,30870742,24824354,22983293,1008009,7467381,6992254,0
1723532647.2778,1708,137539414,126725941,135117457,59300072,1259147,78519,25677056,9632056,22566606,1804855,2516165,5742734,0
1723532647.6031,1708,179280059,187771968,222100923,59390789,1474751,112780,49425945,39473546,40019638,3165672,0,24181401,0
1723532647.9283,1708,63941361,71890566,89131253,29274503,146372,9657,19962965,19983299,12793753,980358,4751291,5741953,0
1723532648.2535,1708,83738869,83668647,88293621,22947129,708550,33012,20440325,19801381,14200453,1164999,7249003,3297852,0
1724159988.09,1709,9480615,18953296,21655196,4681906,167378,8223,5989735,3322420,2973937,233459,700611,588131,0
1724159988.5061,1709,17973398,39356571,41748612,9329522,348161,17067,11422821,7964693,6159311,498149,560409,3286958,0
1724159988.9222,1709,10362085,21313874,23850514,996523,4982,42,6035415,4256677,1958394,157778,2766861,1177403,0
1724159989.3383,1709,11876767,25871308,27989181,3949181,47833,2390,5727693,6293858,4313719,335975,41773,282624,0
1724159989.7544,1709,5259102,10768216,13378791,692295,19305,736,3863236,2069732,1925140,161593,276718,0,0
1724175196.2312,1710,8237196,13725880,14851581,3234972,235462,21390,3061084,1143134,2185300,95275,1462140,659795,1
1724175196.3849,1710,20216109,46275599,49689372,15703357,1831375,234438,9338498,6102642,8518423,298963,3012001,9138668,1
1724175196.5386,1710,10903460,25422192,27339944,8959406,1104684,163988,4128003,2074506,5246651,139204,1373027,3539546,1
1723775071.7229,1711,82384223,87275898,106068125,18990057,1268642,61115,35306933,4853136,11320407,740019,0,0,1
1723775071.9183,1711,112696239,131713851,141248333,32628482,3444495,236283,39779139,18774246,22123122,1386250,0,191041,1
1723775072.1137,1711,59423225,82394893,87819876,16944411,1931348,129621,20318511,10218553,14713243,992260,17722678,3767564,1
1723742474.3774,1712,104545181,101609321,123882788,19482638,165684,2763,33718105,21336972,14292418,436022,0,1925202,1
1723742474.4352,1712,91881134,131335512,153963426,44546720,2037667,139223,48106090,34424597,20492912,368987,13083852,9398692,1
1723742474.493,1712,189621232,254384058,285974541,86653402,3655901,263627,69844538,26159551,44650094,1213832,16057383,19996824,1
1723997966.5798,1713,80886050,149644343,178177615,83628413,2758132,26392,42043555,12327318,22755277,383881,10716152,22615545,0
1723997966.6327,1713,34918950,62646310,69500824,29406067,1013335,55905,15250392,10340593,6525007,149428,3082665,14625039,0
1723997966.6856,1713,42017594,82223916,101048726,37633658,1943221,64807,23230116,15546162,11137411,262480,11536876,22260090,0
1724364164.0313,1714,94060238,122897636,144390980,18375692,687209,50663,42366472,2887819,18291936,771447,0,10502077,0
1724364164.5035,1714,128600009,166725769,188780573,31338659,1284612,83121,55026691,8259913,23099545,1057035,0,23386684,0
1724364164.9756,1714,260079881,348101758,392226515,66804627,1478334,79197,141160769,44430237,60252125,2511442,11095830,43848208,0
1724364165.4477,1714,108436643,145873298,170810296,32834887,889684,41169,52616120,21848246,25652477,1174239,2062285,23109596,0
1724364165.9199,1714,111304760,149443684,152918034,26661211,990436,51652,49459373,17917278,24498973,983193,0,14244323,0
1724364166.392,1714,218769323,285235991,325478383,58342074,1551506,121917,125740237,40594969,43120385,1724658,2405171,5931585,0
1724364166.8641,1714,159314837,209240120,239373946,45073243,1872526,117510,74949450,20640850,36466602,1650797,0,18762397,0
1724364167.3363,1714,175264108,263825593,319812868,39572002,641824,37896,116039457,6396257,60588242,2801562,7179536,47976837,0
1723682708.6105,1715,43596723,88344067,92465884,44230194,542002,24028,25752582,7038846,12820632,284068,8813797,18466990,0
1723682708.8652,1715,57245709,126634644,139123012,56189633,810127,33574,33689888,25092866,14576424,259441,8353489,11623933,0
1723682709.1198,1715,70080493,141193733,159867497,58146766,406211,17776,52138289,31818349,19910796,464799,4804428,8139110,0
1723682709.3744,1715,45436693,91188065,94218647,34871644,234673,8776,33088763,10093557,11436970,294948,7087660,7140040,0
1723682709.6291,1715,29862419,56038226,67374911,23373203,202273,9030,18222078,11189293,5370436,152894,0,3671329,0
1723682709.8837,1715,61400263,127957357,145590388,55759525,846799,55449,57589341,36871779,17318358,374112,3027808,15579788,0
